distance_km,avg_speed_kmph,vehicle_type,traffic_level,co2_emission
4.9,16,car,high,882.0
6.5,31,car,medium,936.0
62.5,11,car,high,11250.0
16.1,33,bike,medium,772.8
8.5,69,car,low,1020.0
90.9,46,bike,low,3636.0
21.5,13,car,high,3870.0
66.4,28,car,medium,9561.6
57.5,35,car,medium,8280.0
14.4,33,car,medium,2073.6
9.2,49,bike,low,368.0
24.6,12,bike,high,1476.0
95.0,78,bike,low,3800.0
57.9,60,car,low,6948.0
88.0,40,bike,medium,4224.0
83.4,71,bike,low,3336.0
19.9,41,bike,low,796.0
9.8,32,bike,medium,470.4
87.4,62,car,low,10488.0
31.2,5,bike,high,1872.0
17.1,75,bike,low,684.0
56.1,8,bike,high,3366.0
57.8,64,bike,low,2312.0
61.9,26,car,medium,8913.6
66.0,26,car,medium,9504.0
91.2,9,car,high,16416.0
74.9,33,bike,medium,3595.2
74.6,80,bike,low,2984.0
55.5,49,bike,low,2220.0
32.5,16,bike,high,1950.0
51.9,26,bike,medium,2491.2
16.8,21,bike,medium,806.4
66.8,39,car,medium,9619.2
45.3,38,car,medium,6523.2
3.5,30,bike,medium,168.0
37.4,9,bike,high,2244.0
61.8,11,car,high,11124.0
36.9,61,bike,low,1476.0
40.0,60,car,low,4800.0
14.3,9,car,high,2574.0
83.5,80,car,low,10020.0
6.3,35,car,medium,907.2
74.3,80,bike,low,2972.0
86.0,26,car,medium,12384.0
90.8,5,car,high,16344.0
45.2,66,bike,low,1808.0
99.7,31,bike,medium,4785.6
69.9,36,car,medium,10065.6
82.4,15,bike,high,4944.0
56.6,80,bike,low,2264.0
2.3,37,car,medium,331.2
51.0,39,car,medium,7344.0
99.4,36,bike,medium,4771.2
10.2,30,bike,medium,489.6
30.5,61,bike,low,1220.0
19.1,63,car,low,2292.0
16.3,34,bike,medium,782.4
86.8,43,car,low,10416.0
90.7,71,bike,low,3628.0
42.6,13,car,high,7668.0
23.4,32,bike,medium,1123.2
78.2,8,bike,high,4692.0
4.0,49,car,low,480.0
60.8,43,car,low,7296.0
31.3,13,car,high,5634.0
58.9,16,car,high,10602.0
43.2,21,bike,medium,2073.6
23.1,73,car,low,2772.0
85.0,46,bike,low,3400.0
37.4,30,car,medium,5385.6
16.6,11,car,high,2988.0
14.0,16,bike,high,840.0
77.2,46,car,low,9264.0
61.3,17,bike,high,3678.0
48.8,61,car,low,5856.0
48.4,14,car,high,8712.0
66.7,6,bike,high,4002.0
76.4,67,car,low,9168.0
37.3,45,bike,low,1492.0
68.6,5,car,high,12348.0
79.5,25,car,medium,11448.0
78.3,46,bike,low,3132.0
74.1,30,car,medium,10670.4
61.3,44,car,low,7356.0
84.7,37,car,medium,12196.8
57.1,14,bike,high,3426.0
16.0,20,bike,medium,768.0
89.7,18,car,high,16146.0
3.3,9,bike,high,198.0
1.2,37,car,medium,172.8
22.8,30,car,medium,3283.2
28.9,17,car,high,5202.0
49.6,34,bike,medium,2380.8
78.7,32,bike,medium,3777.6
24.6,36,bike,medium,1180.8
44.6,26,car,medium,6422.4
72.1,37,car,medium,10382.4
14.9,35,car,medium,2145.6
4.6,31,bike,medium,220.8
99.9,20,bike,medium,4795.2
51.7,7,bike,high,3102.0
16.0,8,car,high,2880.0
15.2,41,bike,low,608.0
41.1,52,car,low,4932.0
45.9,69,car,low,5508.0
19.8,55,car,low,2376.0
22.5,39,bike,medium,1080.0
24.1,26,car,medium,3470.4
76.6,31,car,medium,11030.4
13.6,36,bike,medium,652.8
4.2,19,bike,high,252.0
83.8,69,bike,low,3352.0
76.8,29,car,medium,11059.2
45.6,66,car,low,5472.0
81.6,28,bike,medium,3916.8
69.3,67,car,low,8316.0
46.6,70,bike,low,1864.0
44.7,50,car,low,5364.0
71.6,38,car,medium,10310.4
62.2,6,bike,high,3732.0
18.6,8,bike,high,1116.0
34.5,35,car,medium,4968.0
18.9,23,bike,medium,907.2
91.4,9,car,high,16452.0
77.6,32,bike,medium,3724.8
3.3,29,bike,medium,158.4
21.0,56,car,low,2520.0
3.7,49,car,low,444.0
1.9,76,car,low,228.0
32.3,44,bike,low,1292.0
59.9,37,car,medium,8625.6
88.8,51,car,low,10656.0
50.0,55,car,low,6000.0
32.5,18,bike,high,1950.0
60.1,49,car,low,7212.0
40.5,38,bike,medium,1944.0
74.6,60,bike,low,2984.0
79.7,18,bike,high,4782.0
65.6,36,bike,medium,3148.8
95.7,45,car,low,11484.0
16.7,14,car,high,3006.0
29.5,14,bike,high,1770.0
6.5,17,car,high,1170.0
29.2,41,car,low,3504.0
15.1,17,bike,high,906.0
26.4,38,car,medium,3801.6
42.7,32,car,medium,6148.8
95.6,21,bike,medium,4588.8
43.9,54,car,low,5268.0
46.0,79,bike,low,1840.0
46.6,36,car,medium,6710.4
94.0,7,car,high,16920.0
40.0,52,bike,low,1600.0
8.1,15,bike,high,486.0
42.8,12,bike,high,2568.0
70.7,22,bike,medium,3393.6
98.9,54,car,low,11868.0
23.6,40,bike,medium,1132.8
99.0,21,car,medium,14256.0
22.3,65,car,low,2676.0
35.0,7,bike,high,2100.0
63.3,34,bike,medium,3038.4
10.5,13,car,high,1890.0
56.5,22,bike,medium,2712.0
86.7,71,bike,low,3468.0
58.6,9,car,high,10548.0
81.5,37,car,medium,11736.0
40.9,8,bike,high,2454.0
90.9,45,bike,low,3636.0
94.9,29,car,medium,13665.6
37.5,39,car,medium,5400.0
8.4,7,car,high,1512.0
29.7,19,bike,high,1782.0
13.4,11,bike,high,804.0
52.2,27,car,medium,7516.8
56.6,17,car,high,10188.0
16.5,28,car,medium,2376.0
64.2,55,bike,low,2568.0
19.8,7,car,high,3564.0
83.4,20,bike,high,5004.0
95.2,69,car,low,11424.0
81.7,27,car,medium,11764.8
90.4,31,car,medium,13017.6
29.9,17,car,high,5382.0
91.2,40,bike,low,3648.0
42.0,48,car,low,5040.0
8.4,34,bike,medium,403.2
67.6,39,bike,medium,3244.8
57.1,72,car,low,6852.0
59.7,17,car,high,10746.0
42.2,5,car,high,7596.0
75.6,39,bike,medium,3628.8
26.7,14,bike,high,1602.0
8.2,5,car,high,1476.0
85.1,70,bike,low,3404.0
90.0,9,bike,high,5400.0
75.9,50,bike,low,3036.0
54.6,6,car,high,9828.0
35.4,25,car,medium,5097.6
67.4,11,car,high,12132.0
63.4,68,bike,low,2536.0
40.0,30,bike,medium,1920.0
27.8,26,car,medium,4003.2
58.3,14,car,high,10494.0
34.2,24,car,medium,4924.8
76.7,29,bike,medium,3681.6
76.2,36,car,medium,10972.8
63.7,13,car,high,11466.0
6.8,38,bike,medium,326.4
33.3,75,bike,low,1332.0
62.7,54,bike,low,2508.0
98.5,64,car,low,11820.0
62.0,29,car,medium,8928.0
93.9,20,bike,high,5634.0
4.8,65,car,low,576.0
93.8,41,car,low,11256.0
66.0,23,bike,medium,3168.0
85.4,9,car,high,15372.0
38.0,10,car,high,6840.0
53.8,26,car,medium,7747.2
20.2,60,car,low,2424.0
63.9,38,car,medium,9201.6
21.8,25,car,medium,3139.2
11.7,59,bike,low,468.0
21.8,10,car,high,3924.0
35.4,20,car,high,6372.0
84.4,25,car,medium,12153.6
89.7,65,car,low,10764.0
62.8,23,car,medium,9043.2
80.4,42,bike,low,3216.0
56.6,17,bike,high,3396.0
27.6,43,bike,low,1104.0
30.1,61,bike,low,1204.0
71.9,72,car,low,8628.0
30.5,23,bike,medium,1464.0
6.4,45,car,low,768.0
67.0,31,bike,medium,3216.0
86.8,64,bike,low,3472.0
62.0,9,bike,high,3720.0
35.9,65,car,low,4308.0
86.9,21,bike,medium,4171.2
62.5,14,car,high,11250.0
13.4,28,bike,medium,643.2
51.8,35,car,medium,7459.2
38.8,32,bike,medium,1862.4
83.9,16,bike,high,5034.0
88.2,18,bike,high,5292.0
2.6,20,car,medium,374.4
37.1,53,car,low,4452.0
78.0,15,car,high,14040.0
33.5,32,car,medium,4824.0
47.7,68,car,low,5724.0
38.3,33,car,medium,5515.2
71.2,54,bike,low,2848.0
56.0,27,car,medium,8064.0
95.4,43,car,low,11448.0
92.6,23,car,medium,13334.4
26.1,37,bike,medium,1252.8
99.5,23,bike,medium,4776.0
69.2,38,car,medium,9964.8
37.3,10,car,high,6714.0
30.2,20,bike,medium,1449.6
40.3,7,bike,high,2418.0
55.6,13,car,high,10008.0
5.3,62,car,low,636.0
41.9,36,bike,medium,2011.2
50.0,7,bike,high,3000.0
61.8,5,car,high,11124.0
85.0,77,bike,low,3400.0
12.9,34,bike,medium,619.2
87.0,68,bike,low,3480.0
54.4,49,car,low,6528.0
8.1,31,car,medium,1166.4
50.6,14,bike,high,3036.0
27.7,17,bike,high,1662.0
98.2,60,bike,low,3928.0
39.7,8,bike,high,2382.0
5.5,35,bike,medium,264.0
72.1,41,bike,low,2884.0
3.8,33,bike,medium,182.4
52.2,70,car,low,6264.0
18.5,6,car,high,3330.0
61.4,46,car,low,7368.0
12.1,7,bike,high,726.0
71.8,38,car,medium,10339.2
1.8,44,car,low,216.0
86.8,16,car,high,15624.0
36.8,7,bike,high,2208.0
11.9,31,bike,medium,571.2
29.0,24,car,medium,4176.0
27.8,48,bike,low,1112.0
29.9,10,car,high,5382.0
51.7,27,car,medium,7444.8
80.1,74,car,low,9612.0
91.9,10,car,high,16542.0
62.3,40,car,medium,8971.2
23.1,27,bike,medium,1108.8
29.0,68,car,low,3480.0
1.6,20,car,high,288.0
98.7,17,car,high,17766.0
75.7,20,bike,medium,3633.6
11.1,11,car,high,1998.0
67.6,50,bike,low,2704.0
59.6,77,bike,low,2384.0
54.8,16,bike,high,3288.0
97.8,30,bike,medium,4694.4
97.7,38,car,medium,14068.8
80.4,17,car,high,14472.0
3.9,6,bike,high,234.0
42.6,66,bike,low,1704.0
83.9,20,bike,medium,4027.2
46.3,72,car,low,5556.0
94.6,45,car,low,11352.0
97.3,31,bike,medium,4670.4
96.6,16,bike,high,5796.0
24.2,5,car,high,4356.0
58.5,24,car,medium,8424.0
41.6,74,bike,low,1664.0
95.8,52,bike,low,3832.0
71.7,29,bike,medium,3441.6
59.9,27,bike,medium,2875.2
64.5,15,bike,high,3870.0
18.1,32,bike,medium,868.8
42.5,6,bike,high,2550.0
85.2,56,bike,low,3408.0
97.7,8,car,high,17586.0
41.3,7,bike,high,2478.0
23.2,49,bike,low,928.0
77.4,69,car,low,9288.0
27.6,44,bike,low,1104.0
90.6,71,car,low,10872.0
46.5,11,car,high,8370.0
45.6,20,bike,high,2736.0
13.1,20,car,medium,1886.4
85.1,5,bike,high,5106.0
97.1,36,car,medium,13982.4
12.6,58,bike,low,504.0
99.2,16,car,high,17856.0
52.9,21,car,medium,7617.6
67.7,16,bike,high,4062.0
42.9,7,bike,high,2574.0
93.1,9,bike,high,5586.0
99.2,39,bike,medium,4761.6
24.8,54,car,low,2976.0
51.1,16,car,high,9198.0
50.5,12,bike,high,3030.0
16.8,21,bike,medium,806.4
96.3,15,car,high,17334.0
99.8,26,bike,medium,4790.4
18.2,15,car,high,3276.0
29.3,5,bike,high,1758.0
6.4,75,bike,low,256.0
70.9,40,car,low,8508.0
54.0,28,bike,medium,2592.0
20.6,18,car,high,3708.0
16.3,32,car,medium,2347.2
16.0,17,car,high,2880.0
4.9,62,car,low,588.0
63.5,19,bike,high,3810.0
87.2,42,bike,low,3488.0
49.3,41,bike,low,1972.0
19.2,58,car,low,2304.0
73.8,16,bike,high,4428.0
92.4,42,car,low,11088.0
32.6,56,car,low,3912.0
34.8,62,bike,low,1392.0
64.1,34,car,medium,9230.4
51.1,34,bike,medium,2452.8
39.2,29,bike,medium,1881.6
36.5,13,car,high,6570.0
37.8,72,bike,low,1512.0
59.9,79,bike,low,2396.0
77.4,50,car,low,9288.0
75.7,21,bike,medium,3633.6
93.8,49,car,low,11256.0
62.1,35,bike,medium,2980.8
87.0,10,bike,high,5220.0
34.4,64,bike,low,1376.0
69.3,9,car,high,12474.0
28.1,25,car,medium,4046.4
8.5,78,bike,low,340.0
45.4,31,car,medium,6537.6
29.8,46,car,low,3576.0
72.9,62,car,low,8748.0
70.1,44,car,low,8412.0
65.5,17,car,high,11790.0
71.8,26,car,medium,10339.2
50.0,18,bike,high,3000.0
59.0,16,car,high,10620.0
54.2,39,bike,medium,2601.6
67.8,80,car,low,8136.0
32.9,21,bike,medium,1579.2
89.9,20,bike,medium,4315.2
62.4,18,bike,high,3744.0
67.6,73,bike,low,2704.0
13.0,10,bike,high,780.0
99.0,11,car,high,17820.0
55.1,32,car,medium,7934.4
3.9,26,car,medium,561.6
63.9,13,car,high,11502.0
64.3,34,car,medium,9259.2
33.6,80,bike,low,1344.0
74.4,77,bike,low,2976.0
64.4,13,bike,high,3864.0
76.1,19,car,high,13698.0
39.6,10,car,high,7128.0
20.3,31,bike,medium,974.4
50.5,57,bike,low,2020.0
95.7,77,car,low,11484.0
95.5,38,car,medium,13752.0
10.5,10,bike,high,630.0
97.3,10,car,high,17514.0
26.8,20,bike,high,1608.0
86.4,18,bike,high,5184.0
42.3,48,bike,low,1692.0
19.5,30,bike,medium,936.0
61.8,12,car,high,11124.0
74.8,40,car,medium,10771.2
56.7,39,bike,medium,2721.6
96.6,36,bike,medium,4636.8
77.9,42,bike,low,3116.0
52.0,13,car,high,9360.0
16.3,78,bike,low,652.0
52.6,20,car,high,9468.0
43.3,36,car,medium,6235.2
70.0,28,car,medium,10080.0
11.5,65,bike,low,460.0
36.7,76,bike,low,1468.0
68.5,26,car,medium,9864.0
79.2,18,bike,high,4752.0
64.6,40,bike,low,2584.0
81.9,55,bike,low,3276.0
49.0,37,bike,medium,2352.0
53.7,24,car,medium,7732.8
10.9,44,car,low,1308.0
81.9,32,bike,medium,3931.2
86.1,19,bike,high,5166.0
26.8,13,car,high,4824.0
74.1,62,bike,low,2964.0
17.8,61,bike,low,712.0
67.1,33,car,medium,9662.4
38.4,53,car,low,4608.0
82.8,34,car,medium,11923.2
24.6,40,car,medium,3542.4
61.7,17,bike,high,3702.0
13.0,63,bike,low,520.0
14.9,40,car,low,1788.0
30.7,19,bike,high,1842.0
92.6,27,car,medium,13334.4
62.0,73,car,low,7440.0
46.4,52,car,low,5568.0
65.4,67,car,low,7848.0
84.7,34,car,medium,12196.8
21.7,20,car,medium,3124.8
16.3,24,car,medium,2347.2
52.0,55,car,low,6240.0
63.5,38,bike,medium,3048.0
16.8,39,bike,medium,806.4
22.7,17,bike,high,1362.0
67.1,37,bike,medium,3220.8
23.4,17,car,high,4212.0
43.2,19,car,high,7776.0
97.7,17,car,high,17586.0
82.5,44,car,low,9900.0
22.5,49,car,low,2700.0
57.2,57,bike,low,2288.0
21.2,68,bike,low,848.0
82.6,70,car,low,9912.0
16.9,36,bike,medium,811.2
78.0,78,car,low,9360.0
33.4,70,car,low,4008.0
17.6,5,car,high,3168.0
94.3,16,bike,high,5658.0
10.6,7,bike,high,636.0
54.6,6,car,high,9828.0
61.0,16,car,high,10980.0
92.5,11,car,high,16650.0
27.4,19,bike,high,1644.0
81.0,42,bike,low,3240.0
99.5,19,bike,high,5970.0
86.7,17,car,high,15606.0
69.1,47,bike,low,2764.0
44.7,35,car,medium,6436.8
2.6,50,bike,low,104.0
21.9,15,car,high,3942.0
33.0,6,car,high,5940.0
90.5,30,car,medium,13032.0
66.0,35,car,medium,9504.0
55.2,54,bike,low,2208.0
8.9,36,car,medium,1281.6
78.1,44,car,low,9372.0
66.3,28,car,medium,9547.2
80.3,12,car,high,14454.0
66.5,70,bike,low,2660.0
72.1,48,car,low,8652.0
4.9,36,car,medium,705.6
32.5,30,bike,medium,1560.0
69.8,8,bike,high,4188.0
54.4,27,bike,medium,2611.2
71.6,29,car,medium,10310.4
67.3,26,car,medium,9691.2
90.4,11,car,high,16272.0
37.2,70,car,low,4464.0
67.6,32,bike,medium,3244.8
39.6,15,car,high,7128.0
77.5,75,car,low,9300.0
45.3,8,bike,high,2718.0
33.5,29,car,medium,4824.0
16.9,11,car,high,3042.0
90.7,36,bike,medium,4353.6
14.0,51,car,low,1680.0
91.6,30,bike,medium,4396.8
83.9,74,bike,low,3356.0
66.4,77,car,low,7968.0
23.0,58,bike,low,920.0
32.0,22,car,medium,4608.0
91.3,49,bike,low,3652.0
87.4,66,car,low,10488.0
59.6,47,bike,low,2384.0
70.5,15,bike,high,4230.0
36.3,31,bike,medium,1742.4
6.8,6,bike,high,408.0
75.4,48,bike,low,3016.0
99.9,60,bike,low,3996.0
12.3,14,bike,high,738.0
26.9,62,car,low,3228.0
27.2,54,car,low,3264.0
72.1,11,bike,high,4326.0
97.3,11,bike,high,5838.0
26.5,33,bike,medium,1272.0
12.3,13,bike,high,738.0
83.3,8,bike,high,4998.0
20.2,56,car,low,2424.0
57.2,29,car,medium,8236.8
94.3,32,bike,medium,4526.4
68.9,55,bike,low,2756.0
60.1,54,car,low,7212.0
6.1,63,bike,low,244.0
8.3,32,bike,medium,398.4
92.7,48,bike,low,3708.0
64.2,14,car,high,11556.0
81.5,36,car,medium,11736.0
50.9,78,bike,low,2036.0
43.8,58,car,low,5256.0
91.1,30,bike,medium,4372.8
17.4,36,car,medium,2505.6
31.2,10,bike,high,1872.0
12.3,36,bike,medium,590.4
13.4,22,bike,medium,643.2
32.3,34,bike,medium,1550.4
20.2,48,bike,low,808.0
39.2,9,bike,high,2352.0
86.4,6,car,high,15552.0
38.2,53,car,low,4584.0
48.9,63,bike,low,1956.0
42.3,30,bike,medium,2030.4
1.9,63,bike,low,76.0
31.9,24,car,medium,4593.6
46.6,19,bike,high,2796.0
90.2,65,car,low,10824.0
26.0,9,car,high,4680.0
33.5,34,bike,medium,1608.0
36.5,9,car,high,6570.0
42.8,35,bike,medium,2054.4
18.8,48,bike,low,752.0
80.7,12,bike,high,4842.0
58.1,40,bike,low,2324.0
64.0,77,bike,low,2560.0
34.1,30,car,medium,4910.4
78.7,80,bike,low,3148.0
49.4,28,bike,medium,2371.2
93.1,37,car,medium,13406.4
29.9,52,bike,low,1196.0
95.7,17,car,high,17226.0
62.1,17,bike,high,3726.0
98.2,18,bike,high,5892.0
20.7,37,bike,medium,993.6
29.8,18,car,high,5364.0
72.3,20,bike,high,4338.0
71.2,66,bike,low,2848.0
83.3,20,car,high,14994.0
13.7,6,car,high,2466.0
60.6,14,car,high,10908.0
49.3,9,car,high,8874.0
60.1,32,bike,medium,2884.8
40.1,39,bike,medium,1924.8
51.7,10,car,high,9306.0
63.8,19,bike,high,3828.0
81.7,42,bike,low,3268.0
31.9,14,bike,high,1914.0
60.4,8,bike,high,3624.0
36.6,21,car,medium,5270.4
59.9,49,bike,low,2396.0
1.8,40,car,medium,259.2
79.5,37,car,medium,11448.0
46.8,14,bike,high,2808.0
89.9,11,car,high,16182.0
95.0,11,car,high,17100.0
1.4,37,car,medium,201.6
9.6,7,bike,high,576.0
17.1,32,car,medium,2462.4
13.8,6,bike,high,828.0
34.4,20,bike,high,2064.0
65.3,23,bike,medium,3134.4
78.0,72,car,low,9360.0
90.1,6,car,high,16218.0
3.4,12,car,high,612.0
64.6,8,bike,high,3876.0
13.7,25,car,medium,1972.8
6.9,9,car,high,1242.0
39.0,11,car,high,7020.0
27.8,21,car,medium,4003.2
19.3,70,car,low,2316.0
97.9,8,bike,high,5874.0
5.9,29,car,medium,849.6
60.1,80,bike,low,2404.0
19.6,56,bike,low,784.0
15.2,33,car,medium,2188.8
57.9,57,bike,low,2316.0
99.0,15,bike,high,5940.0
19.4,5,bike,high,1164.0
9.1,32,car,medium,1310.4
21.4,44,car,low,2568.0
28.8,26,car,medium,4147.2
41.8,51,car,low,5016.0
10.6,64,bike,low,424.0
26.9,7,bike,high,1614.0
73.0,11,car,high,13140.0
81.4,59,car,low,9768.0
80.2,10,bike,high,4812.0
16.7,59,bike,low,668.0
41.5,7,bike,high,2490.0
34.5,31,bike,medium,1656.0
42.9,19,car,high,7722.0
40.8,78,bike,low,1632.0
55.7,26,bike,medium,2673.6
2.6,8,car,high,468.0
51.0,12,car,high,9180.0
82.0,26,bike,medium,3936.0
14.0,19,bike,high,840.0
14.8,56,bike,low,592.0
15.8,41,car,low,1896.0
35.7,34,bike,medium,1713.6
21.6,13,bike,high,1296.0
40.1,23,car,medium,5774.4
81.4,31,bike,medium,3907.2
10.3,24,bike,medium,494.4
74.9,68,bike,low,2996.0
61.7,18,car,high,11106.0
57.2,10,car,high,10296.0
52.1,73,car,low,6252.0
61.2,6,car,high,11016.0
84.2,39,car,medium,12124.8
82.7,29,bike,medium,3969.6
2.2,6,bike,high,132.0
95.8,36,bike,medium,4598.4
92.1,76,car,low,11052.0
53.0,25,car,medium,7632.0
33.7,21,car,medium,4852.8
70.9,13,car,high,12762.0
74.9,32,bike,medium,3595.2
29.6,36,bike,medium,1420.8
81.1,59,bike,low,3244.0
33.1,68,bike,low,1324.0
9.8,7,car,high,1764.0
76.3,20,bike,high,4578.0
91.4,52,car,low,10968.0
21.1,75,car,low,2532.0
81.8,32,car,medium,11779.2
55.1,9,car,high,9918.0
76.6,11,bike,high,4596.0
2.3,15,bike,high,138.0
61.2,54,bike,low,2448.0
44.0,34,bike,medium,2112.0
85.0,23,car,medium,12240.0
67.2,26,car,medium,9676.8
6.4,73,car,low,768.0
69.8,34,bike,medium,3350.4
48.8,21,car,medium,7027.2
28.2,38,bike,medium,1353.6
35.9,12,car,high,6462.0
53.7,67,bike,low,2148.0
64.7,34,bike,medium,3105.6
71.3,21,car,medium,10267.2
83.1,50,bike,low,3324.0
16.7,47,bike,low,668.0
72.5,7,car,high,13050.0
27.0,41,bike,low,1080.0
22.3,8,bike,high,1338.0
73.1,30,car,medium,10526.4
92.6,7,car,high,16668.0
33.2,14,car,high,5976.0
95.3,10,bike,high,5718.0
22.8,16,bike,high,1368.0
29.2,15,bike,high,1752.0
3.5,76,car,low,420.0
73.9,21,bike,medium,3547.2
92.8,31,bike,medium,4454.4
79.8,34,car,medium,11491.2
89.1,7,car,high,16038.0
75.9,40,car,low,9108.0
8.3,37,car,medium,1195.2
76.1,52,bike,low,3044.0
28.5,17,car,high,5130.0
2.0,5,car,high,360.0
95.2,71,bike,low,3808.0
17.4,6,car,high,3132.0
84.1,30,bike,medium,4036.8
64.1,52,bike,low,2564.0
85.0,51,bike,low,3400.0
19.8,17,car,high,3564.0
49.9,55,bike,low,1996.0
98.5,14,car,high,17730.0
2.0,27,car,medium,288.0
75.4,6,bike,high,4524.0
66.2,50,car,low,7944.0
89.5,28,car,medium,12888.0
82.5,19,bike,high,4950.0
85.2,37,car,medium,12268.8
65.6,24,bike,medium,3148.8
91.4,20,bike,medium,4387.2
45.6,14,car,high,8208.0
38.1,34,car,medium,5486.4
74.8,35,bike,medium,3590.4
91.6,9,car,high,16488.0
69.6,52,bike,low,2784.0
62.3,17,car,high,11214.0
78.2,18,bike,high,4692.0
93.4,62,bike,low,3736.0
52.9,25,car,medium,7617.6
14.3,48,car,low,1716.0
66.9,6,car,high,12042.0
17.9,23,bike,medium,859.2
21.9,37,car,medium,3153.6
73.1,18,bike,high,4386.0
81.0,67,bike,low,3240.0
55.1,8,car,high,9918.0
57.1,19,bike,high,3426.0
15.0,37,bike,medium,720.0
46.2,11,car,high,8316.0
8.6,30,car,medium,1238.4
95.9,66,car,low,11508.0
48.6,8,car,high,8748.0
2.0,56,bike,low,80.0
84.5,73,bike,low,3380.0
76.9,12,car,high,13842.0
88.9,35,bike,medium,4267.2
19.3,30,bike,medium,926.4
68.9,70,bike,low,2756.0
88.7,49,car,low,10644.0
74.6,16,car,high,13428.0
94.1,13,car,high,16938.0
59.6,27,bike,medium,2860.8
53.4,74,bike,low,2136.0
5.3,40,bike,low,212.0
21.5,68,car,low,2580.0
43.2,9,car,high,7776.0
99.8,41,bike,low,3992.0
60.2,15,bike,high,3612.0
3.6,23,car,medium,518.4
97.8,15,bike,high,5868.0
12.5,20,car,medium,1800.0
68.1,37,car,medium,9806.4
96.7,32,car,medium,13924.8
54.5,60,bike,low,2180.0
83.1,77,bike,low,3324.0
83.8,6,bike,high,5028.0
84.1,22,bike,medium,4036.8
15.7,18,car,high,2826.0
1.5,30,bike,medium,72.0
27.0,54,car,low,3240.0
59.6,7,bike,high,3576.0
13.3,31,car,medium,1915.2
89.2,75,car,low,10704.0
44.8,60,bike,low,1792.0
50.5,65,car,low,6060.0
69.1,75,car,low,8292.0
31.1,36,bike,medium,1492.8
68.3,66,car,low,8196.0
35.4,70,bike,low,1416.0
43.4,41,bike,low,1736.0
60.8,75,car,low,7296.0
52.4,27,car,medium,7545.6
39.1,53,car,low,4692.0
11.0,22,car,medium,1584.0
88.7,43,bike,low,3548.0
85.9,49,bike,low,3436.0
16.5,31,car,medium,2376.0
37.2,14,car,high,6696.0
47.9,64,bike,low,1916.0
21.6,30,bike,medium,1036.8
4.4,53,bike,low,176.0
43.3,60,bike,low,1732.0
77.2,69,car,low,9264.0
39.6,25,car,medium,5702.4
85.7,7,car,high,15426.0
79.3,9,car,high,14274.0
68.7,62,bike,low,2748.0
37.6,76,car,low,4512.0
64.1,8,bike,high,3846.0
89.7,18,bike,high,5382.0
43.2,14,car,high,7776.0
98.1,6,car,high,17658.0
2.2,26,bike,medium,105.6
23.4,40,car,low,2808.0
70.3,17,car,high,12654.0
48.7,66,bike,low,1948.0
15.2,27,car,medium,2188.8
45.7,41,car,low,5484.0
13.8,60,bike,low,552.0
29.6,32,car,medium,4262.4
66.0,74,car,low,7920.0
61.0,71,bike,low,2440.0
85.8,67,bike,low,3432.0
41.3,50,car,low,4956.0
35.4,24,car,medium,5097.6
95.7,7,car,high,17226.0
21.3,56,car,low,2556.0
80.3,7,car,high,14454.0
73.6,34,car,medium,10598.4
5.5,34,car,medium,792.0
79.0,44,bike,low,3160.0
30.8,74,bike,low,1232.0
30.1,30,bike,medium,1444.8
73.6,14,car,high,13248.0
65.4,14,bike,high,3924.0
92.7,5,car,high,16686.0
43.6,77,bike,low,1744.0
45.5,22,bike,medium,2184.0
98.8,28,bike,medium,4742.4
1.7,68,bike,low,68.0
54.4,61,bike,low,2176.0
98.1,19,car,high,17658.0
76.5,38,car,medium,11016.0
82.2,19,bike,high,4932.0
57.6,66,bike,low,2304.0
20.9,54,car,low,2508.0
60.1,22,car,medium,8654.4
47.9,15,car,high,8622.0
5.5,22,bike,medium,264.0
22.3,5,bike,high,1338.0
36.0,46,bike,low,1440.0
91.2,13,car,high,16416.0
84.0,42,bike,low,3360.0
79.5,30,car,medium,11448.0
20.7,77,car,low,2484.0
8.0,50,bike,low,320.0
39.3,49,bike,low,1572.0
16.7,52,car,low,2004.0
33.3,55,car,low,3996.0
45.1,17,car,high,8118.0
36.4,58,car,low,4368.0
56.7,20,car,medium,8164.8
45.5,57,bike,low,1820.0
91.5,68,bike,low,3660.0
50.3,7,car,high,9054.0
65.6,79,car,low,7872.0
37.4,62,bike,low,1496.0
76.7,13,car,high,13806.0
21.0,73,bike,low,840.0
83.9,52,bike,low,3356.0
83.7,11,car,high,15066.0
83.0,49,bike,low,3320.0
85.2,20,bike,medium,4089.6
95.1,57,car,low,11412.0
85.6,6,car,high,15408.0
95.6,7,bike,high,5736.0
48.6,8,car,high,8748.0
42.9,19,bike,high,2574.0
17.4,19,bike,high,1044.0
45.1,16,car,high,8118.0
48.1,43,bike,low,1924.0
54.8,15,car,high,9864.0
1.5,26,car,medium,216.0
90.7,65,bike,low,3628.0
51.0,66,bike,low,2040.0
95.9,80,bike,low,3836.0
41.2,5,car,high,7416.0
83.9,71,car,low,10068.0
10.6,52,bike,low,424.0
34.8,5,car,high,6264.0
49.6,40,bike,low,1984.0
31.1,56,bike,low,1244.0
41.2,70,car,low,4944.0
42.6,31,bike,medium,2044.8
48.7,5,car,high,8766.0
37.2,36,car,medium,5356.8
14.1,35,bike,medium,676.8
57.6,34,car,medium,8294.4
89.7,7,car,high,16146.0
